Title,Location,Company,Salary,Sponsored,Description
Python/Django Developer,"Ahmedabad, Gujarat",DRC Systems,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python Developer Intern,"Ahmedabad, Gujarat",SpectricsSolutions,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python/Odoo Developer,"Thiruvananthapuram, Kerala",Akira Software Solutions Pvt Ltd,0,Organic,None
Python Developer,"Ahmedabad, Gujarat",Sinform,0,Organic,None
Python Developer,"Indore, Madhya Pradesh",Aleron,0,Organic,None
Python Developer,"Bengaluru, Karnataka",Visionpix Technologies,"₹15,00,000 - ₹18,00,000 a year",Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python developer,"Ahmedabad, Gujarat",AxisTechnoLab,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
ML/ Python Developer,"Panchkula, Haryana",Formbay,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python developer,"Ahmedabad, Gujarat",Techcronus,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python Developer,"Surat, Gujarat",Om Tec Web,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python Developer Intern,"Ahmedabad, Gujarat",SpectricsSolutions,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python / Django Developer,"Kochi, Kerala",JagsMall.com,"₹20,000 - ₹35,000 a month",Organic,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python developer Fresher,"Chandigarh, Chandigarh",DataKund,"₹11,000 - ₹15,000 a month",Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Backend Developer,"Ahmedabad, Gujarat",Upsquare Solutions Pvt. Ltd.,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Developer- Python & Django,"Mahal, Andhra Pradesh",Drishti Tech,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Backend Developer,"Krishnarajapuram, Bengaluru, Karnataka",Lithoera Technologies Private Limited,"₹2,00,000 - ₹3,00,000 a year",Organic,"We are looking for Backend developer with knowledge and experience with API development and working knowledge of AWS server and deployment.
Technology stack preferred : Python and django, node.js, MYSQL, MongoDB
Contract length: 12 months
Expected Start Date: 19/10/2020
Job Types: Full-time
Experience: 6 months - 1 year
Salary: ₹2,00,000 - ₹3,00,000 per year
Expected Start Date: 19/10/2020
Job Type: Full-time
Salary: ₹200,000.00 - ₹300,000.00 per year
Schedule:
Day shift
Experience:
Programming: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
No"
Python Developer,"Indore, Madhya Pradesh",MoreYeahs Inc,"₹15,000 a month",Organic,"Job brief
We are looking for a Python Developer to join our engineering team and help us develop and maintain various software products.
Python Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team.
Ultimately, you’ll build highly responsive web applications that align with our business needs.
Responsibilities
Write effective, scalable code
Develop back-end components to improve responsiveness and overall performance
Integrate user-facing elements into applications
Test and debug programs
Improve functionality of existing systems
Implement security and data protection solutions
Assess and prioritize feature requests
Coordinate with internal teams to understand user requirements and provide technical solutions
Requirements
Work experience as a Python Developer
Expertise in at least one popular Python framework (like Django, Flask or Pyramid)
Knowledge of object-relational mapping (ORM)
Familiarity with front-end technologies (like JavaScript and HTML5)
Team spirit
Good problem-solving skills
Experience - 6 month - 1 Year
Job Type: Full-time
Salary: Up to ₹15,000.00 per month
Experience:
total work: 1 year (Preferred)
Python: 1 year (Preferred)"
Odoo / Python Experienced Developer,"Ahmedabad, Gujarat",BizzAppDev,0,Organic,None
Python Developer,"Mohali, Punjab",Anviam Solutions,0,Organic,None
Python/Django Developer,"Calicut Civil Station, Kerala",Futura Labs,"₹8,000 - ₹10,000 a month",Organic,"Python/Django Developer is responsible for the development, design and implementation of new or modified software products or ongoing business projects based on Python/Django. Typically sitting within the IT team of a business, a Python/Django Developer will be involved in liaising with the Business Analysts and Development Managers to ensure software projects meet requirements.
Roles
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
Responsibilities and Duties
Python/Django Developer job responsibilities includes, but not be limited to:
Researching, designing, implementing and managing software programs in Python/Django platform
Testing and evaluating new programs
Identifying areas for modification in existing programs and subsequently developing these modifications
Writing and implementing efficient code
Determining operational practicality
Developing quality assurance procedures
Deploying software tools, processes and metrics
Maintaining and upgrading existing systems
Training users
Working closely with other developers, UX designers, business and systems analysts
Should have exposure in Python application and Android App integration
Key Skills
python, HTML5, Android, Java, XML (Extensible Markup Language), SQL, JSON, Django
Required Experience and Qualifications
Engineering degree with technical background should be required to attend interview for Software Developer role. Bachelor Degrees in the following subjects should be highlighted as particularly advantageous:
Computer Science
Computer Software Engineering
Software Programming and Development
Information and Technology
Benefits
Festival Bonus
Paid Leaves
Job Type: Full-time
Salary: ₹8,000.00 - ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Sr Developer (Python / DJango),"Ahmedabad, Gujarat",Artha Energy,0,Organic,"Python/Django Developer is responsible for the development, design and implementation of new or modified software products or ongoing business projects based on Python/Django. Typically sitting within the IT team of a business, a Python/Django Developer will be involved in liaising with the Business Analysts and Development Managers to ensure software projects meet requirements.
Roles
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
Responsibilities and Duties
Python/Django Developer job responsibilities includes, but not be limited to:
Researching, designing, implementing and managing software programs in Python/Django platform
Testing and evaluating new programs
Identifying areas for modification in existing programs and subsequently developing these modifications
Writing and implementing efficient code
Determining operational practicality
Developing quality assurance procedures
Deploying software tools, processes and metrics
Maintaining and upgrading existing systems
Training users
Working closely with other developers, UX designers, business and systems analysts
Should have exposure in Python application and Android App integration
Key Skills
python, HTML5, Android, Java, XML (Extensible Markup Language), SQL, JSON, Django
Required Experience and Qualifications
Engineering degree with technical background should be required to attend interview for Software Developer role. Bachelor Degrees in the following subjects should be highlighted as particularly advantageous:
Computer Science
Computer Software Engineering
Software Programming and Development
Information and Technology
Benefits
Festival Bonus
Paid Leaves
Job Type: Full-time
Salary: ₹8,000.00 - ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
